title,area,rating,n_reviews,reference
Туристско-оздоровительный комплекс Восход,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.17,14,https://tophotels.ru/hotel/al19773/reviews
Villa Al Mаrine (Вилла Аль Марин),"Россия, Крым, Алушта, Утес",5.0,8,https://tophotels.ru/hotel/al119351/reviews
Мирный 4*,"Россия, Крым, Алушта",5.0,6,https://tophotels.ru/hotel/al141250/reviews
TAVR (ТАВР),"Россия, Крым, Ялта, Ялта-центр",4.96,6,https://tophotels.ru/hotel/al305075/reviews
Алушта,"Россия, Крым, Алушта",4.51,9,https://tophotels.ru/hotel/al94146/reviews
Прага,"Россия, Крым, Алушта",4.47,8,https://tophotels.ru/hotel/al141521/reviews
Тихая Дача,"Россия, Крым, Алушта, Солнечногорское",4.4,8,https://tophotels.ru/hotel/al311994/reviews
Корона,"Россия, Крым, Алушта, Утес",4.2,5,https://tophotels.ru/hotel/al157841/reviews
Green Park Yalta-Intourist 4*,"Россия, Крым, Ялта",4.04,11,https://tophotels.ru/hotel/al283456/reviews
Ателика Карасан 2*,"Россия, Крым, Алушта, Партенит",3.75,12,https://tophotels.ru/hotel/al35461/reviews
Алвис,"Россия, Крым, Алушта",2.83,7,https://tophotels.ru/hotel/al263573/reviews
Дача Бекетова,"Россия, Крым, Алушта, Профессорский Рабочий уголок",5.0,5,https://tophotels.ru/hotel/al323500/reviews
Сон у Моря APT,"Россия, Крым, Алупка",5.0,5,https://tophotels.ru/hotel/al87402/reviews
Усадьба Ксения,"Россия, Крым, Алушта",5.0,5,https://tophotels.ru/hotel/al313071/reviews
Ялтинский Дворик (Русская Ривьера),"Россия, Крым, Ялта, Ялта-центр",5.0,5,https://tophotels.ru/hotel/al73172/reviews
Пещера,"Россия, Крым, Алушта",4.94,5,https://tophotels.ru/hotel/al191149/reviews
Вилла Багратион,"Россия, Крым, Ялта, Ялта-центр",4.89,4,https://tophotels.ru/hotel/al35595/reviews
Ласковый Берег,"Россия, Крым, Алушта, Профессорский Рабочий уголок",4.67,5,https://tophotels.ru/hotel/al182049/reviews
Blumarin (Блюмарин),"Россия, Крым, Алушта",4.58,5,https://tophotels.ru/hotel/al258376/reviews
Рай,"Россия, Крым, Алушта",4.33,7,https://tophotels.ru/hotel/al71910/reviews
Президент-отель Таврида,"Россия, Крым, Ялта, Ялта-центр",4.25,4,https://tophotels.ru/hotel/al168809/reviews
Serbest 3*,"Россия, Крым, Алупка",3.93,7,https://tophotels.ru/hotel/al104889/reviews
Ustas Crimea (Юстас-Крым),"Россия, Крым, Алушта",3.92,8,https://tophotels.ru/hotel/al205409/reviews
РоЯлта,"Россия, Крым, Алупка",3.72,6,https://tophotels.ru/hotel/al103961/reviews
Da Vasko (Да Васко),"Россия, Крым, Алушта, Семидворье",5.0,4,https://tophotels.ru/hotel/al160820/reviews
Вилла Алина,"Россия, Крым, Алушта",4.83,5,https://tophotels.ru/hotel/al254649/reviews
Мини отель Крым,"Россия, Крым, Ялта, Отрадное",4.67,4,https://tophotels.ru/hotel/al289234/reviews
Палас 3*,"Россия, Крым, Ялта",4.58,3,https://tophotels.ru/hotel/al78304/reviews
Славянский Альянс,"Россия, Крым, Ялта, Ялта-центр",4.58,4,https://tophotels.ru/hotel/al181902/reviews
Южная Ночь,"Россия, Крым, Алушта",4.42,6,https://tophotels.ru/hotel/al35495/reviews
Кедр-Запад 2*,"Россия, Крым, Алупка",4.4,6,https://tophotels.ru/hotel/al88266/reviews
Серсиаль,"Россия, Крым, Алупка",4.39,5,https://tophotels.ru/hotel/al257210/reviews
Sky&Mare,"Россия, Крым, Алушта",4.33,3,https://tophotels.ru/hotel/al311284/reviews
Эспаньола,"Россия, Крым, Алушта, Солнечногорское",3.87,6,https://tophotels.ru/hotel/al285781/reviews
Фиеста,"Россия, Крым, Алушта",3.83,5,https://tophotels.ru/hotel/al86830/reviews
Им. А.П. Чехова,"Россия, Крым, Ялта, Ялта-центр",3.82,9,https://tophotels.ru/hotel/al40155/reviews
Фламинго,"Россия, Крым, Алушта",3.58,7,https://tophotels.ru/hotel/al35510/reviews
Laguna,"Россия, Крым, Алушта, Утес",3.44,5,https://tophotels.ru/hotel/al76678/reviews
Эдем,"Россия, Крым, Алушта",3.39,4,https://tophotels.ru/hotel/al35509/reviews
Профессорский Уголок (Укоопспилка) Пансионат,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.33,6,https://tophotels.ru/hotel/al311898/reviews
Южнобережный,"Россия, Крым, Алупка",3.32,13,https://tophotels.ru/hotel/al19816/reviews
Гостевой дом Вояж,"Россия, Крым, Алушта",3.0,5,https://tophotels.ru/hotel/al263557/reviews
Дворец Царь,"Россия, Крым, Ялта, Ливадия",5.0,2,https://tophotels.ru/hotel/al316252/reviews
Жемчужина Арпата HV-1,"Россия, Крым, Алушта, Зеленогорье",5.0,2,https://tophotels.ru/hotel/al111390/reviews
Лазурный,"Россия, Крым, Алушта",5.0,3,https://tophotels.ru/hotel/al261845/reviews
Мускатель 4*,"Россия, Крым, Ялта",5.0,2,https://tophotels.ru/hotel/al309125/reviews
Paradise (Парадиз) 3*,"Россия, Крым, Алушта, Утес",4.79,4,https://tophotels.ru/hotel/al251965/reviews
Аквилон Гостиница,"Россия, Крым, Алупка",4.75,3,https://tophotels.ru/hotel/al255746/reviews
Гостевой Дом Фламинго,"Россия, Крым, Алушта, Алушта-центр",4.75,2,https://tophotels.ru/hotel/al309002/reviews
Гостиница Адмирал Ялта 3*,"Россия, Крым, Ялта",4.75,3,https://tophotels.ru/hotel/al41279/reviews
Антик-отель 2*,"Россия, Крым, Алушта",4.67,3,https://tophotels.ru/hotel/al55034/reviews
La Vinya,"Россия, Крым, Алушта, Профессорский Рабочий уголок",4.6,8,https://tophotels.ru/hotel/al42553/reviews
Алупка 2*,"Россия, Крым, Алупка",4.58,4,https://tophotels.ru/hotel/al104083/reviews
Kruiz (Круиз),"Россия, Крым, Алушта, Утес",4.53,6,https://tophotels.ru/hotel/al223133/reviews
Крымский,"Россия, Крым, Ялта, Ялта-центр",4.5,4,https://tophotels.ru/hotel/al20754/reviews
Элита 3*,"Россия, Крым, Алушта, Утес",4.5,3,https://tophotels.ru/hotel/al297805/reviews
Легенда ОК,"Россия, Крым, Алушта, Сатера",4.44,4,https://tophotels.ru/hotel/al294063/reviews
Магнолия,"Россия, Крым, Алушта",4.44,6,https://tophotels.ru/hotel/al35506/reviews
Лотус (Lotus),"Россия, Крым, Алушта, Утес",4.42,3,https://tophotels.ru/hotel/al311860/reviews
Малахит,"Россия, Крым, Ялта, Ялта-центр",4.17,5,https://tophotels.ru/hotel/al19756/reviews
Sofi Gold,"Россия, Крым, Алушта, Профессорский Рабочий уголок",4.08,4,https://tophotels.ru/hotel/al306026/reviews
Черноморье,"Россия, Крым, Ялта, Ливадия",3.67,14,https://tophotels.ru/hotel/al35457/reviews
Villa Balgatura 4*,"Россия, Крым, Ялта",3.61,3,https://tophotels.ru/hotel/al52170/reviews
Отель Севастополь 3*,"Россия, Крым, Ялта",3.58,3,https://tophotels.ru/hotel/al83048/reviews
Массандра 3*,"Россия, Крым, Ялта, Ялта-центр",3.57,8,https://tophotels.ru/hotel/al19732/reviews
Kalipso (Калипсо),"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.25,2,https://tophotels.ru/hotel/al261964/reviews
Ориго,"Россия, Крым, Алушта",3.2,6,https://tophotels.ru/hotel/al122635/reviews
Алуштинский,"Россия, Крым, Алушта",2.45,16,https://tophotels.ru/hotel/al35458/reviews
Орхидея 1*,"Россия, Крым, Алушта",1.67,3,https://tophotels.ru/hotel/al104086/reviews
Malibu (Малибу),"Россия, Крым, Алушта, Алушта-центр",5.0,1,https://tophotels.ru/hotel/al322958/reviews
Villa Sofia 5*,"Россия, Крым, Ялта",5.0,2,https://tophotels.ru/hotel/al202761/reviews
Вилла Виктория,"Россия, Крым, Алушта, Утес",5.0,1,https://tophotels.ru/hotel/al130341/reviews
Вилла Жасмин,"Россия, Крым, Алушта, Профессорский Рабочий уголок",5.0,2,https://tophotels.ru/hotel/al62580/reviews
Вилла Ольга 3*,"Россия, Крым, Алушта",5.0,5,https://tophotels.ru/hotel/al35502/reviews
Встреча,"Россия, Крым, Алушта",5.0,2,https://tophotels.ru/hotel/al261897/reviews
Гостевой дом Рыжий Кот,"Россия, Крым, Алушта",5.0,2,https://tophotels.ru/hotel/al261856/reviews
Монпансье,"Россия, Крым, Ялта",5.0,2,https://tophotels.ru/hotel/al274854/reviews
Парусник Гостевой Дом,"Россия, Крым, Алушта",5.0,2,https://tophotels.ru/hotel/al263574/reviews
Три богатыря,"Россия, Крым, Алушта, Солнечногорское",5.0,1,https://tophotels.ru/hotel/al311993/reviews
Усадьба У Графского Парка,"Россия, Крым, Алупка",4.83,2,https://tophotels.ru/hotel/al255738/reviews
Парк-Отель Ялта,"Россия, Крым, Ялта",4.75,1,https://tophotels.ru/hotel/al274837/reviews
Алубика,"Россия, Крым, Алупка",4.67,2,https://tophotels.ru/hotel/al255892/reviews
Бульвар,"Россия, Крым, Ялта",4.67,1,https://tophotels.ru/hotel/al198516/reviews
Дарья Отель,"Россия, Крым, Алушта",4.67,4,https://tophotels.ru/hotel/al263563/reviews
Arcadia (Аркадия) 3*,"Россия, Крым, Алушта, Утес",4.56,3,https://tophotels.ru/hotel/al147218/reviews
Виктория Гостевой Дом,"Россия, Крым, Алушта, Алушта-центр",4.5,2,https://tophotels.ru/hotel/al308176/reviews
Эко-отель Артемида,"Россия, Крым, Ялта, Понизовка",4.5,1,https://tophotels.ru/hotel/al87550/reviews
Лавровый Сад,"Россия, Крым, Алупка",4.44,5,https://tophotels.ru/hotel/al220026/reviews
Катрин Вилла,"Россия, Крым, Ялта",4.33,4,https://tophotels.ru/hotel/al166489/reviews
ТаврикаГолд,"Россия, Крым, Алушта, Утес",4.33,3,https://tophotels.ru/hotel/al317629/reviews
Royal Nikita Apartments,"Россия, Крым, Ялта",4.0,3,https://tophotels.ru/hotel/al57531/reviews
Вилла Ренессанс,"Россия, Крым, Алушта",4.0,2,https://tophotels.ru/hotel/al261003/reviews
Черное Море,"Россия, Крым, Алупка",4.0,1,https://tophotels.ru/hotel/al102599/reviews
Рубензон,"Россия, Крым, Алушта, Утес",3.83,2,https://tophotels.ru/hotel/al250684/reviews
Мрия (закрыт),"Россия, Крым, Ялта, Понизовка",3.81,24,https://tophotels.ru/hotel/al19736/reviews
Релакс Вилла,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.73,5,https://tophotels.ru/hotel/al166726/reviews
Ялтинский городской пансионат,"Россия, Крым, Ялта, Ялта-центр",3.46,4,https://tophotels.ru/hotel/al36553/reviews
Мир,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.29,8,https://tophotels.ru/hotel/al19744/reviews
Санаторий Симеиз,"Россия, Крым, Ялта",3.25,4,https://tophotels.ru/hotel/al162207/reviews
Forest Hotel,"Россия, Крым, Алупка",3.17,3,https://tophotels.ru/hotel/al255407/reviews
Каштановый Особняк,"Россия, Крым, Ялта",3.17,3,https://tophotels.ru/hotel/al263156/reviews
Киев,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.07,5,https://tophotels.ru/hotel/al19830/reviews
Дворик У Причала,"Россия, Крым, Ялта",3.0,3,https://tophotels.ru/hotel/al274919/reviews
Южный полюс,"Россия, Крым, Ялта, Отрадное",2.67,3,https://tophotels.ru/hotel/al305939/reviews
Легенда,"Россия, Крым, Алушта, Малореченское",2.64,8,https://tophotels.ru/hotel/al312673/reviews
Антей,"Россия, Крым, Ялта, Ялта-центр",2.53,9,https://tophotels.ru/hotel/al41371/reviews
Старый Замок,"Россия, Крым, Алушта",2.0,4,https://tophotels.ru/hotel/al263569/reviews
Чайка,"Россия, Крым, Алушта, Малореченское",1.33,2,https://tophotels.ru/hotel/al319214/reviews
Family,"Россия, Крым, Ялта, Ялта-центр",0.0,1,https://tophotels.ru/hotel/al313946/reviews
Terrasa (Терраса),"Россия, Крым, Алушта",0.0,2,https://tophotels.ru/hotel/al250038/reviews
Круиз-2 Пансионат,"Россия, Крым, Алушта",0.0,2,https://tophotels.ru/hotel/al261880/reviews
La Rose,"Россия, Крым, Алушта, Алушта-центр",5.0,1,https://tophotels.ru/hotel/al261014/reviews
Red Roof (Ред Руф),"Россия, Крым, Алупка",5.0,2,https://tophotels.ru/hotel/al305176/reviews
Sun Ray,"Россия, Крым, Ялта, Отрадное",5.0,1,https://tophotels.ru/hotel/al324531/reviews
Вилла Даниель,"Россия, Крым, Ялта, Отрадное",5.0,1,https://tophotels.ru/hotel/al274909/reviews
Вилла Злата,"Россия, Крым, Алушта, Профессорский Рабочий уголок",5.0,1,https://tophotels.ru/hotel/al263493/reviews
Вилла Рита,"Россия, Крым, Ялта",5.0,2,https://tophotels.ru/hotel/al274850/reviews
Гостевой дом Радмир,"Россия, Крым, Алупка",5.0,2,https://tophotels.ru/hotel/al255743/reviews
Дельфин,"Россия, Крым, Алушта, Утес",5.0,2,https://tophotels.ru/hotel/al285810/reviews
Каравелла,"Россия, Крым, Алушта, Профессорский Рабочий уголок",5.0,2,https://tophotels.ru/hotel/al35499/reviews
Людмила,"Россия, Крым, Алушта",5.0,1,https://tophotels.ru/hotel/al260974/reviews
Мечта,"Россия, Крым, Алушта, Профессорский Рабочий уголок",5.0,2,https://tophotels.ru/hotel/al73100/reviews
На Гвардейской Гостевой Дом,"Россия, Крым, Алушта",5.0,1,https://tophotels.ru/hotel/al261009/reviews
Над Морем,"Россия, Крым, Ялта",5.0,1,https://tophotels.ru/hotel/al307155/reviews
Пансионат Горное солнце,"Россия, Крым, Алупка",5.0,1,https://tophotels.ru/hotel/al317110/reviews
Равенна,"Россия, Крым, Алушта",5.0,1,https://tophotels.ru/hotel/al314925/reviews
Усадьба Сад,"Россия, Крым, Алушта",5.0,1,https://tophotels.ru/hotel/al315089/reviews
Гардения,"Россия, Крым, Ялта, Никита",4.75,1,https://tophotels.ru/hotel/al303815/reviews
Вилла Слава,"Россия, Крым, Алушта",4.5,2,https://tophotels.ru/hotel/al35550/reviews
Военный санаторий Ялта,"Россия, Крым, Ялта, Ялта-центр",4.5,1,https://tophotels.ru/hotel/al319730/reviews
Надежда,"Россия, Крым, Алушта, Солнечногорское",4.5,1,https://tophotels.ru/hotel/al308948/reviews
Престиж,"Россия, Крым, Алушта, Утес",4.5,1,https://tophotels.ru/hotel/al308148/reviews
King Hotel,"Россия, Крым, Алушта",4.25,1,https://tophotels.ru/hotel/al263567/reviews
Отдых 2*,"Россия, Крым, Ялта",4.25,1,https://tophotels.ru/hotel/al86902/reviews
Амэлиа,"Россия, Крым, Алушта, Профессорский Рабочий уголок",4.0,3,https://tophotels.ru/hotel/al263490/reviews
Вилла Аннигора,"Россия, Крым, Алушта",4.0,2,https://tophotels.ru/hotel/al159687/reviews
Каскад,"Россия, Крым, Ялта",4.0,1,https://tophotels.ru/hotel/al274890/reviews
Летний дворик,"Россия, Крым, Алупка",4.0,1,https://tophotels.ru/hotel/al255859/reviews
Россия,"Россия, Крым, Алушта, Алушта-центр",4.0,1,https://tophotels.ru/hotel/al308451/reviews
Дарсан 3*,"Россия, Крым, Ялта, Ялта-центр",3.94,3,https://tophotels.ru/hotel/al19759/reviews
Кутузов В Крыму,"Россия, Крым, Алушта, Малореченское",3.67,1,https://tophotels.ru/hotel/al277605/reviews
Полет (закрыт),"Россия, Крым, Алушта",3.67,2,https://tophotels.ru/hotel/al19745/reviews
Феодора,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.67,2,https://tophotels.ru/hotel/al226147/reviews
Времена года (закрыт) 3*,"Россия, Крым, Ялта, Ялта-центр",3.56,3,https://tophotels.ru/hotel/al19751/reviews
KRM Hostel,"Россия, Крым, Алушта",3.5,1,https://tophotels.ru/hotel/al114398/reviews
Вилла Любимая,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.44,3,https://tophotels.ru/hotel/al71919/reviews
Дружба,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.43,7,https://tophotels.ru/hotel/al35505/reviews
Катюша,"Россия, Крым, Алушта",3.33,1,https://tophotels.ru/hotel/al260985/reviews
Villa del Mar,"Россия, Крым, Алушта, Утес",3.33,1,https://tophotels.ru/hotel/al44137/reviews
Indigo Hotel,"Россия, Крым, Алушта, Утес",3.0,2,https://tophotels.ru/hotel/al289236/reviews
Астория,"Россия, Крым, Алушта",2.25,4,https://tophotels.ru/hotel/al35503/reviews
Жемчужина,"Россия, Крым, Алушта",2.0,3,https://tophotels.ru/hotel/al19777/reviews
Ветеран,"Россия, Крым, Алушта",1.8,5,https://tophotels.ru/hotel/al19829/reviews
Лотос 3*,"Россия, Крым, Алушта",1.5,3,https://tophotels.ru/hotel/al112973/reviews
Вилла Марина,"Россия, Крым, Алушта",1.33,8,https://tophotels.ru/hotel/al84570/reviews
Агидель,"Россия, Крым, Ялта",1.0,2,https://tophotels.ru/hotel/al310834/reviews
Champion 3*,"Россия, Крым, Алушта",0.0,2,https://tophotels.ru/hotel/al307523/reviews
Dacha,"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al260966/reviews
Адмирал,"Россия, Крым, Ялта",0.0,1,https://tophotels.ru/hotel/al306000/reviews
Адмирал Бенбоу (Admiral Benbou Hotel),"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al228804/reviews
